epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
39,3928.08,1.10725,0.84941,0.01094,0.04415,0.91279,0.79216,0.87887,0.61503,1.06449,0.99665,0.01589,0.04728,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,4026.74,1.12069,0.86119,0.01109,0.04422,0.91084,0.79409,0.87887,0.61101,1.06095,0.99313,0.01599,0.04964,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,4125.22,1.1094,0.83514,0.01073,0.04353,0.9136,0.79086,0.87849,0.61361,1.06229,0.98693,0.01537,0.04985,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,4224.01,1.10667,0.84929,0.01102,0.04246,0.9162,0.79216,0.87926,0.61251,1.06702,0.98421,0.0156,0.0483,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,4322.69,1.12261,0.86212,0.01142,0.04439,0.91837,0.79029,0.87985,0.61683,1.06319,0.97694,0.01584,0.04827,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,4421.14,1.10247,0.84129,0.01115,0.04224,0.91552,0.79286,0.87979,0.61835,1.06085,0.98288,0.01575,0.0486,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,4519.56,1.10121,0.83017,0.01134,0.04259,0.91352,0.79573,0.88045,0.6214,1.06001,1.00014,0.01594,0.04822,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,4618.23,1.0902,0.81355,0.01132,0.04199,0.91783,0.79277,0.88002,0.62002,1.06189,0.98351,0.01602,0.04825,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,4716.76,1.09945,0.82034,0.0112,0.04122,0.91587,0.79623,0.88055,0.62081,1.05714,0.97787,0.01602,0.04653,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,4815.38,1.0925,0.82437,0.01116,0.04072,0.91713,0.79512,0.88039,0.61983,1.05771,0.98935,0.01592,0.04731,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
