epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
22,3896.91,0.9311,0.63943,0.01095,0.03331,0.929,0.81843,0.89469,0.644,1.04338,1.01524,0.0167,0.04873,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,4069.87,0.9223,0.63003,0.01107,0.03303,0.93158,0.81476,0.88953,0.63309,1.04482,1.08735,0.01637,0.04904,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,4242.72,0.90985,0.61711,0.0109,0.03297,0.92968,0.81543,0.89246,0.64287,1.03669,1.03736,0.01565,0.04837,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,4415.83,0.91432,0.61143,0.01105,0.03195,0.93577,0.81428,0.89696,0.65154,1.03565,1.0428,0.01659,0.04653,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,4588.51,0.91762,0.62728,0.01143,0.03319,0.93638,0.81518,0.89511,0.64773,1.04656,1.02183,0.01673,0.04675,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,4761.56,0.91911,0.61259,0.01084,0.03336,0.93269,0.81689,0.89627,0.65121,1.04517,1.02494,0.01593,0.05045,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,4934.49,0.91594,0.61416,0.01066,0.03258,0.93276,0.81841,0.89553,0.64408,1.04004,1.00527,0.01577,0.05143,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,5107.17,0.90235,0.60566,0.01087,0.03095,0.9335,0.81512,0.89681,0.65378,1.03979,1.03742,0.01638,0.04923,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,5280.13,0.9048,0.60875,0.01097,0.03204,0.92992,0.82146,0.89557,0.64909,1.03993,1.03706,0.01694,0.04873,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,5453.21,0.90488,0.60901,0.01102,0.03151,0.93733,0.81783,0.89849,0.64905,1.02195,1.01383,0.01622,0.04832,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,5625.86,0.91097,0.61475,0.01088,0.03233,0.93511,0.81709,0.89683,0.64948,1.0294,1.03493,0.0163,0.04788,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,5798.7,0.89536,0.58785,0.01084,0.03302,0.93789,0.81892,0.89815,0.65046,1.02983,1.03097,0.01653,0.04816,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,5971.29,0.90893,0.6111,0.01095,0.03176,0.93493,0.82315,0.89965,0.64914,1.02431,1.03218,0.01636,0.04787,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,6143.97,0.89455,0.59478,0.01143,0.03135,0.93426,0.82179,0.89875,0.64774,1.03755,1.04193,0.01693,0.04789,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,6316.99,0.89895,0.59276,0.01132,0.03119,0.93173,0.82399,0.89967,0.64924,1.02589,1.01341,0.01664,0.04811,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,6490.08,0.9058,0.60666,0.01082,0.03213,0.93462,0.82368,0.89988,0.6509,1.03347,1.02929,0.01644,0.04961,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,6662.95,0.89471,0.58771,0.01113,0.03079,0.93928,0.82039,0.89926,0.65375,1.0361,1.05001,0.01642,0.04874,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,6835.75,0.89182,0.57941,0.01133,0.03214,0.93792,0.82077,0.89969,0.65678,1.03138,1.04391,0.01686,0.04872,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,7008.96,0.89706,0.59081,0.0109,0.03181,0.93615,0.82327,0.90055,0.65605,1.03013,1.0279,0.01639,0.04771,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,7181.54,0.88389,0.56317,0.01084,0.03023,0.93774,0.82449,0.90098,0.66173,1.0296,1.04679,0.01645,0.04746,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,7354.34,0.88393,0.57506,0.01101,0.03036,0.93714,0.82414,0.90052,0.65863,1.02628,1.04684,0.01645,0.04661,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,7527.03,0.89191,0.58081,0.01097,0.03064,0.93771,0.8203,0.90006,0.66093,1.02941,1.0456,0.01614,0.04725,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,7699.25,0.87209,0.5646,0.0107,0.02965,0.93862,0.82114,0.90104,0.65987,1.0338,1.05296,0.01608,0.04758,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,7871.85,0.87062,0.56025,0.01096,0.02936,0.93599,0.82333,0.90048,0.66192,1.0338,1.06429,0.01613,0.04831,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,8044.66,0.86202,0.54384,0.01064,0.02886,0.93829,0.82253,0.9008,0.6613,1.03643,1.05845,0.01593,0.04747,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,8217.22,0.86437,0.54966,0.0105,0.0287,0.93804,0.8206,0.90031,0.66116,1.03518,1.07685,0.01588,0.04832,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,8389.63,0.86698,0.54485,0.01077,0.03,0.93426,0.82231,0.89997,0.65863,1.03707,1.08379,0.01597,0.04951,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,8562.25,0.86819,0.55042,0.0107,0.02884,0.93556,0.82165,0.90031,0.65986,1.03618,1.08592,0.0161,0.04889,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,8735.19,0.85614,0.53326,0.01064,0.02807,0.93511,0.8237,0.90025,0.658,1.03778,1.07333,0.01613,0.04875,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,8908.12,0.86135,0.53816,0.01067,0.02915,0.93756,0.82304,0.90039,0.65851,1.03575,1.08182,0.0161,0.04878,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,9080.99,0.84522,0.51868,0.01067,0.02777,0.93865,0.82253,0.90086,0.66071,1.03854,1.08973,0.01608,0.04885,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,9253.79,0.84981,0.52607,0.01057,0.02838,0.93803,0.82342,0.90095,0.66141,1.04099,1.10195,0.01598,0.04845,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,9426.67,0.8383,0.51486,0.01055,0.02777,0.93811,0.8237,0.90087,0.6619,1.04211,1.1026,0.0159,0.04834,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,9599.67,0.83511,0.51065,0.01044,0.02769,0.93691,0.82401,0.90072,0.66127,1.04136,1.10508,0.01582,0.04845,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,9772.78,0.83818,0.51474,0.01067,0.02758,0.93774,0.82264,0.90073,0.66129,1.03957,1.10889,0.01586,0.04859,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,9945.81,0.82872,0.50053,0.01067,0.02627,0.94027,0.82151,0.90096,0.66139,1.04033,1.11028,0.01595,0.04889,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,10118.8,0.82537,0.49282,0.01084,0.02588,0.94019,0.82166,0.90097,0.66185,1.03942,1.11576,0.01595,0.04922,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,10291.7,0.82113,0.48939,0.01063,0.02581,0.93944,0.82187,0.90077,0.66214,1.03987,1.11841,0.0159,0.04908,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,10464.7,0.81337,0.47491,0.01058,0.02538,0.94006,0.82073,0.90061,0.66248,1.04272,1.12179,0.01594,0.04916,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,10637.8,0.8138,0.4813,0.01072,0.025,0.93965,0.82151,0.90063,0.66263,1.0429,1.12607,0.01601,0.04889,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,10810.9,0.81531,0.47928,0.01081,0.02497,0.939,0.8217,0.90058,0.66182,1.04419,1.12984,0.01606,0.0487,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,10983.4,0.80679,0.47647,0.01051,0.02452,0.9388,0.8217,0.90052,0.66212,1.04494,1.13538,0.01608,0.04865,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,11156.1,0.79702,0.46886,0.01059,0.024,0.93985,0.82075,0.90032,0.66223,1.04562,1.13727,0.01608,0.0484,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,11329.1,0.80809,0.47353,0.01062,0.02615,0.93946,0.82119,0.90035,0.66216,1.04855,1.13524,0.01615,0.04854,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,11502.2,0.79682,0.46697,0.01069,0.02429,0.93858,0.82168,0.90045,0.66218,1.04941,1.13832,0.01616,0.04901,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,11675,0.79085,0.46096,0.01071,0.02349,0.93892,0.82126,0.90043,0.6619,1.04829,1.13916,0.01616,0.04894,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,11847.8,0.77955,0.44328,0.01076,0.02325,0.937,0.82208,0.90017,0.66144,1.0499,1.14232,0.01622,0.04886,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,12020.8,0.78064,0.44732,0.01083,0.02341,0.93779,0.82118,0.90004,0.66189,1.05149,1.14494,0.0163,0.04871,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,12193.9,0.77778,0.44031,0.01096,0.02294,0.93746,0.82109,0.89997,0.66195,1.05205,1.1483,0.01636,0.04889,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,12366.7,0.77343,0.44255,0.01078,0.02338,0.93733,0.82202,0.90002,0.66215,1.05189,1.15027,0.01638,0.0489,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,12539.2,0.76868,0.43417,0.01092,0.02316,0.93728,0.82228,0.90015,0.66243,1.05408,1.15405,0.01638,0.049,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,12711.9,0.76698,0.43264,0.01089,0.02246,0.93771,0.82235,0.9001,0.66276,1.05474,1.15504,0.01642,0.04894,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,12884.8,0.76194,0.42963,0.01072,0.0224,0.93815,0.82217,0.90009,0.66308,1.05533,1.15961,0.01643,0.04888,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,13057.9,0.76225,0.42851,0.01076,0.02194,0.93617,0.82295,0.89997,0.6632,1.05706,1.16628,0.01646,0.04865,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,13231,0.75914,0.43349,0.01075,0.02207,0.93745,0.82228,0.89995,0.66322,1.05829,1.16779,0.01648,0.04863,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,13403.7,0.74874,0.41476,0.01077,0.02082,0.93768,0.82151,0.8998,0.6633,1.05909,1.17131,0.01649,0.04861,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,13576.6,0.74787,0.41462,0.01069,0.0206,0.93749,0.82148,0.89987,0.66374,1.05967,1.17345,0.0165,0.04871,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,13749.5,0.74105,0.40659,0.01059,0.021,0.93802,0.82138,0.89993,0.66408,1.05927,1.17664,0.01651,0.04858,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,13922.3,0.73679,0.4077,0.0107,0.02067,0.93801,0.82137,0.89985,0.66407,1.06071,1.17816,0.01654,0.04854,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,14095,0.72866,0.39605,0.01072,0.02018,0.93819,0.82074,0.89958,0.66363,1.06184,1.18274,0.01654,0.04863,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,14267.9,0.7302,0.39927,0.01039,0.02051,0.93602,0.82189,0.89942,0.66367,1.06299,1.18636,0.01654,0.04861,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,14440.8,0.73718,0.41156,0.01043,0.02108,0.93879,0.81977,0.89924,0.66369,1.06381,1.18973,0.01653,0.0486,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,14613.5,0.72132,0.38995,0.01027,0.01959,0.93946,0.81945,0.89914,0.66362,1.06484,1.19125,0.01653,0.04865,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,14786.3,0.71381,0.38385,0.01044,0.01922,0.93826,0.82019,0.89907,0.66359,1.06604,1.19262,0.01653,0.04883,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,14959.4,0.71358,0.38115,0.01056,0.01934,0.93979,0.81888,0.89892,0.66371,1.06731,1.19544,0.01653,0.04883,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,15132.3,0.70149,0.37247,0.01054,0.01899,0.94037,0.81851,0.89896,0.66392,1.06796,1.1991,0.01653,0.04884,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,15305.2,0.70227,0.37785,0.01053,0.01873,0.94019,0.8188,0.89892,0.66415,1.06814,1.20176,0.01653,0.04881,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,15478.4,0.70302,0.37344,0.01056,0.01887,0.9402,0.81896,0.89887,0.66443,1.06899,1.20382,0.01653,0.04882,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,15651.5,0.69996,0.37609,0.0105,0.0192,0.93882,0.81935,0.89888,0.66482,1.06943,1.20643,0.01654,0.04868,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,15822.9,0.68053,0.34711,0.01226,0.01635,0.93942,0.81863,0.8989,0.66486,1.07012,1.20965,0.01655,0.04876,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,15993.4,0.67003,0.34012,0.01222,0.01612,0.93914,0.81869,0.89894,0.66498,1.07027,1.21173,0.01654,0.04883,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,16164.4,0.66611,0.33743,0.01216,0.01591,0.93831,0.81869,0.89888,0.66506,1.07034,1.2148,0.01653,0.0488,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,16335.1,0.66449,0.33635,0.01212,0.01567,0.93777,0.81921,0.89879,0.66556,1.07075,1.21756,0.01655,0.04888,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,16505.8,0.65182,0.32109,0.01204,0.01542,0.93881,0.81886,0.89881,0.66546,1.07225,1.21974,0.01656,0.04838,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,16676.2,0.65287,0.32637,0.01215,0.01536,0.93883,0.81863,0.89878,0.66574,1.07239,1.22397,0.01657,0.04855,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,16847,0.64212,0.314,0.01204,0.01485,0.93821,0.81904,0.89881,0.66603,1.07318,1.2276,0.01657,0.04852,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,17017.8,0.64645,0.31925,0.01213,0.01509,0.93864,0.81888,0.89885,0.66617,1.07367,1.23005,0.01656,0.04853,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,17188.4,0.63604,0.3124,0.01235,0.01455,0.93839,0.81851,0.89875,0.66627,1.07432,1.23348,0.01658,0.04852,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,17358.9,0.64131,0.31791,0.01218,0.01523,0.93872,0.81818,0.89872,0.66634,1.07451,1.23461,0.0166,0.04863,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
