epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
88,10125.8,0.8698,0.57673,0.01083,0.02654,0.93331,0.81737,0.89627,0.65303,1.03489,1.05314,0.01632,0.04872,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,10240.1,0.86727,0.56389,0.01079,0.02641,0.93265,0.81794,0.89625,0.65317,1.03511,1.0547,0.01631,0.04872,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,10354.4,0.8688,0.57474,0.0108,0.02714,0.93347,0.81708,0.89626,0.65316,1.03563,1.05613,0.01631,0.04867,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,10466.7,0.84363,0.53387,0.01274,0.02302,0.93242,0.81781,0.89623,0.65334,1.03568,1.05857,0.0163,0.04869,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,10578.2,0.83918,0.52879,0.01266,0.02312,0.93258,0.81758,0.89612,0.65362,1.03557,1.06093,0.0163,0.04868,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,10689.6,0.82988,0.52802,0.01259,0.02284,0.93549,0.81527,0.8961,0.65367,1.03612,1.06316,0.01631,0.04868,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,10801,0.82828,0.52595,0.01264,0.02288,0.93449,0.81564,0.89596,0.65368,1.03671,1.06592,0.01632,0.04875,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,10912.6,0.82057,0.5152,0.0126,0.02257,0.93372,0.81661,0.896,0.65378,1.03742,1.06872,0.01633,0.04877,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,11024,0.81841,0.51161,0.01257,0.02264,0.93408,0.81606,0.89602,0.65394,1.03836,1.071,0.01634,0.04878,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,11135.5,0.80949,0.50085,0.01242,0.02186,0.93355,0.81624,0.896,0.65415,1.03856,1.07378,0.01633,0.04875,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,11247.2,0.81331,0.50716,0.01242,0.02232,0.93344,0.81647,0.89615,0.65443,1.03914,1.07639,0.01632,0.04874,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,11358.9,0.80469,0.50107,0.0127,0.02137,0.9341,0.81591,0.89612,0.65454,1.03987,1.07946,0.01633,0.04886,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,11470.4,0.81088,0.51143,0.01259,0.0223,0.93544,0.81508,0.8962,0.65483,1.04078,1.08195,0.01633,0.04878,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
